,word,x,y
422,belief,-6.809675205796632,5.290715593084503
423,received,-3.7876454780757594,9.590438723312666
424,wisdom,-7.140374501710398,-0.790356922496443
425,But,-9.050252851794914,-5.920765376047883
426,wrong,-8.67218529876479,-5.004628244943742
427,figment,6.970062727913475,-8.611315212397603
428,Like,-9.777966164100546,1.8533546599519053
429,rose,-0.3079834778406579,10.2412089564653
430,become,-6.563113071175674,-3.887474539288446
431,godlike,6.268790444136726,-2.208933738280426
432,karma,-3.649556396342946,9.433934266583831
433,That,-9.167661049507743,-5.862588429993315
434,premise,7.872661324280126,-4.970031723472877
435,heritage,-3.812697590127389,-0.3259999687465964
436,ancient,1.7586824449678367,-5.841717833892
437,blending,-1.7402354680209358,-6.645170183786819
438,historical,3.0067003042565013,5.60964014705904
439,fact,-6.592935468351239,-4.775592792012183
440,therefore,-9.757551477396596,1.7635719722182022
441,tribute,6.074366845303856,5.122867781416995
442,lesson,2.3673279035994637,7.102359588230187
443,us,-8.240262117132975,-6.370385976704547
444,lost,0.1417796907530561,-4.214414936671688
445,depths,-4.40563693775832,0.16297202825531906
446,rise,-8.998319514342445,2.6466211691822017
447,exists,-4.9876954445941175,4.419454612709751
448,potential,1.5446103428683997,7.29165655767384
449,god,-4.359699944691562,10.220924101418767
450,single,5.1831538738877985,3.37266036918785
451,listen,-10.396502736367168,-0.44608587848556797
452,chronicles,4.20046366775506,0.6817602445900961
453,extraordinary,-3.8960401245556313,-3.7317515237449266
454,Two,-7.086354453379673,8.475063986675535
455,follow,-7.50405197931342,-2.7182605532861808
456,Secret,-8.690433196477876,2.477400475244757
457,Nagas,-7.515496789043975,-5.99008474391835
458,Oath,3.0582999686553665,-3.8631494271376363
459,Vayuputras,-6.724004644322637,-4.1557977260603804
460,CHAPTER,6.926984844626433,6.40955511144629
461,1,2.7170495720663257,5.767119726985332
462,He,2.3932315103577033,-5.120786374048986
463,Lake,-3.554586591035159,9.967133202169977
464,At,10.030005357590719,-0.2986108659278726
465,foot,-9.215024919520685,5.943680722773848
466,Mount,5.153838236595889,3.3133927305732
467,Tibet,8.284395718483218,3.7888833466298686
468,gazed,-7.801800629742215,1.4448502831093746
469,orange,5.192521903810431,8.43348217086532
470,sky,-4.965444902853823,7.635258893689201
471,clouds,-3.280524680846408,-8.562269773407678
472,parted,-3.6878675844866815,-4.714119114042073
473,reveal,-6.365342288785576,-1.6321368504412164
474,setting,9.324981094002595,4.907221617949497
475,brilliant,-4.07529059233102,10.18264725770363
476,giver,7.605694551723712,-4.682402776330688
477,calling,-0.824028382925881,5.891588410841904
478,day,0.38208090799569916,-7.197348906591838
479,seen,-6.453638668828306,-4.860040461853434
480,sunset,5.867329418463547,-5.822038182925123
481,tried,-7.423756837830162,-4.276101894503501
482,never,-8.64655751595296,-5.892137147586586
483,miss,1.2990807904466002,-7.617163327800997
484,On,5.917819689402061,2.7528136993354306
485,taken,0.1745022775563776,-4.369512815390409
486,immense,-9.0055149361783,4.020808416692033
487,lake,-7.113128056396765,7.893104154206484
488,magnificent,-8.068477831684822,3.6069055496670894
489,Himalayas,7.3585267236033856,6.7620065719798435
490,stretching,-4.729478828858322,-5.528858010725963
491,back,2.3626338922544097,-5.137552407184556
492,eye,6.693913489386186,2.675133677207694
493,see,-8.166034238055339,-4.08101932483779
494,squatted,2.6159048508844527,3.638683408477816
495,muscular,-9.401428450806833,4.194646747674275
496,body,10.75373500875541,-0.913239985424178
497,narrow,-8.077265592220353,3.3216121016093347
498,ledge,0.8728498058176529,5.34046775151589
499,extending,3.5877465529824213,9.80396120784447
500,numerous,-7.253188770429167,3.400474078016168
501,skin,5.954599488138579,2.6281811643175725
502,gleamed,1.0356774144416314,2.453376582972238
503,shimmering,-4.26369017666286,-0.9189673553135972
504,reflected,6.57303669630748,5.899944274784596
505,light,9.96185320536124,0.039308284043427656
506,waters,6.0431716544230465,2.7281259832109153
507,remembered,-7.079776631459738,5.317965968398862
508,well,-8.118479079355142,-5.31938156625639
509,carefree,-4.820012359979702,-4.576315904681506
510,childhood,-0.17587593056341672,5.811634852951033
511,days,5.314752680089872,3.1088649834428472
512,art,-5.255524414331188,4.272263067380552
513,throwing,-2.251643902507298,5.971451232483527
514,bounced,1.6934451201171592,1.7545393059185754
515,surface,4.010519126969004,7.956987927427753
516,still,-7.697286195858216,-4.265064330661891
517,held,10.680437181476211,-2.2743145071390103
518,record,4.635849018811148,-5.620912178043331
519,tribe,-6.768405814611399,-4.743487943562921
520,highest,-1.4240497406285444,7.739083243373134
521,number,-6.82485551256514,8.938664901684401
522,normal,3.449765837221296,9.369638976741092
523,smiled,-9.653107217792495,-4.153640169501333
524,memory,7.578813406238487,5.409120553689486
525,past,-6.305226403365535,-3.3025404490476853
526,overwhelmed,-3.673867130243039,-7.79234769345529
527,angst,-0.6209760396392977,0.936783842829616
528,turned,2.232992352237326,-5.1744932027838475
529,towards,2.245145841873963,-5.168873782310212
530,village,-1.5833282207079735,9.415136262964541
531,hint,6.345139795308567,7.393128794984543
532,Bhadra,-1.6640125912656887,10.695723496607336
533,alert,-2.238749076810746,5.355526092346537
534,guarding,0.5677099819825361,2.5028893450112926
535,main,10.480056660550437,-0.45921661844472716
536,entrance,-6.729572973990361,8.014008094572178
537,gestured,-2.094756337656702,5.038349352854351
538,eyes,2.280962441771897,-5.156472849688272
539,two,10.788413207049416,-0.5018354206697744
540,backup,3.2931616626178855,8.016548762410773
541,soldiers,10.84176006853398,-0.8588487870390872
542,fence,-5.221177011071017,0.5370828990421697
543,cursed,-7.554568595957343,5.702187358176044
544,kicked,-9.676646504337413,3.639297003559567
545,hard,10.662650265036538,-2.0660227784557246
546,bless,-0.2527987528795445,-3.2428360654472397
547,least,0.1158519722791106,-4.266535966766202
548,responsibility,0.7560788695551305,-6.550024536322633
549,brought,6.839226316707334,2.724544577453491
550,chillum,-5.229057299050517,7.42776179140982
551,took,10.643571161699445,-2.1594198270601472
552,deep,10.708101544591713,-2.0791170405487818
553,drag,6.6963213747541435,8.105699339693572
554,Any,-9.075137157403011,1.2785442787374008
555,marijuana,6.135936920813335,5.716368169940411
556,spread,6.098953742526359,3.362835209464245
557,munificence,4.641017200837055,0.6641858488353155
558,troubled,-8.746681549642718,-0.4672200141904287
559,letting,-7.2647563208372485,6.687239431868559
560,moments,-7.498106530428057,7.720822536012653
561,solace,-2.909863901078385,1.1514712478046674
562,looked,2.223327154074418,-5.174280494322545
563,left,10.748309477454447,-2.145630165573062
564,edge,-7.783611413913705,7.671905614027899
565,strange,5.515422343669474,2.6938101954988354
566,foreign,3.256751869347167,4.861287886119786
567,visitor,-1.9829539150535318,6.693024732074015
568,kept,10.684820980465943,-2.1237126681441185
569,guard,-8.338995176024152,1.7659946592589455
570,With,6.872476822587223,2.613621853909289
571,behind,10.736024993217363,-1.775932988175955
572,twenty,-8.798108832296176,6.646531358379274
573,impossible,-4.701765061281535,8.972420018012343
574,mount,8.288873676857005,5.458610707329384
575,surprise,-1.6595952664346023,-3.4696041714849892
576,attack,-7.1526677009433595,-5.824276636964391
577,let,-8.64481030755408,-4.961806477509531
578,disarmed,7.710672647774251,-6.341359242814004
579,easily,5.0119621963002885,3.5675928367457925
580,bloodthirsty,6.425655707605484,-8.826523141503062
581,idiots,-2.0865935542579566,-0.45209656634573675
582,looking,-8.606764875501531,-3.954822408214843
583,excuse,0.9682751456314653,-3.9603140741204834
584,fight,-7.92209292313745,-5.698733309757855
585,flooding,6.458408953688293,8.592305463839226
586,Come,-9.856148622714201,-1.1629837255331947
587,It,-8.526572024396964,-5.966776570852486
588,mountains,-8.63502045124897,3.6719444063231688
589,Others,0.6644223907662374,7.08860556808111
590,call,-7.870572368027724,-2.6625972189861113
591,Heaven,7.79965433292279,-0.3665365480630761
592,richest,-3.4007331550655766,-2.212297247838406
593,powerful,-4.213526237590493,8.835252768221089
594,empire,4.675596373438839,3.609815209524767
595,Our,-6.487973580872865,-4.602976117398207
596,government,3.835550002687391,7.902290981506465
597,offer,-9.348263824396538,-0.6388218019153079
598,immigrants,-5.438262114016345,4.192847736498806
599,given,-6.7643082831924914,-4.917380192664565
600,fertile,-2.710783543763618,2.641217768997927
601,resources,-3.079727313258065,-7.168280785576977
602,Today,-3.8418898047930945,-2.30058637517045
603,Gunas,-4.510309640764209,9.383874569674225
